able,ablest,angry,angriest,4
healthy,healthiest,lucky,luckiest,4
healthy,healthiest,merry,merriest,4
healthy,healthiest,mild,mildest,4
healthy,healthiest,nasty,nastiest,4
healthy,healthiest,neat,neatest,4
healthy,healthiest,nice,nicest,4
healthy,healthiest,noisy,noisiest,4
healthy,healthiest,proud,proudest,4
healthy,healthiest,pure,purest,4
healthy,healthiest,rare,rarest,4
healthy,healthiest,risky,riskiest,4
healthy,healthiest,rude,rudest,4
healthy,healthiest,sad,saddest,4
healthy,healthiest,scary,scariest,4
healthy,healthiest,sexy,sexiest,4
healthy,healthiest,shiny,shiniest,4
healthy,healthiest,strange,strangest,4
healthy,healthiest,strict,strictest,4
healthy,healthiest,strong,strongest,4
healthy,healthiest,subtle,subtlest,4
healthy,healthiest,sunny,sunniest,4
healthy,healthiest,tasty,tastiest,4
healthy,healthiest,tiny,tiniest,4
healthy,healthiest,tricky,trickiest,4
healthy,healthiest,ugly,ugliest,4
healthy,healthiest,vague,vaguest,4
healthy,healthiest,weak,weakest,4
healthy,healthiest,wealthy,wealthiest,4
healthy,healthiest,weird,weirdest,4
hot,hottest,huge,hugest,4
hot,hottest,hungry,hungriest,4
hot,hottest,lazy,laziest,4
hot,hottest,lengthy,lengthiest,4
hot,hottest,lucky,luckiest,4
hot,hottest,merry,merriest,4
hot,hottest,mild,mildest,4
hot,hottest,nasty,nastiest,4
hot,hottest,neat,neatest,4
hot,hottest,nice,nicest,4
hot,hottest,noisy,noisiest,4
hot,hottest,proud,proudest,4
hot,hottest,pure,purest,4
hot,hottest,rare,rarest,4
hot,hottest,risky,riskiest,4
hot,hottest,rude,rudest,4
hot,hottest,sad,saddest,4
hot,hottest,scary,scariest,4
hot,hottest,sexy,sexiest,4
hot,hottest,shiny,shiniest,4
hot,hottest,strange,strangest,4
hot,hottest,strict,strictest,4
hot,hottest,strong,strongest,4
hot,hottest,subtle,subtlest,4
hot,hottest,sunny,sunniest,4
hot,hottest,tasty,tastiest,4
hot,hottest,tiny,tiniest,4
hot,hottest,tricky,trickiest,4
hot,hottest,ugly,ugliest,4
hot,hottest,vague,vaguest,4
hot,hottest,weak,weakest,4
hot,hottest,wealthy,wealthiest,4
hot,hottest,weird,weirdest,4
huge,hugest,hungry,hungriest,4
huge,hugest,lazy,laziest,4
huge,hugest,lengthy,lengthiest,4
huge,hugest,lucky,luckiest,4
huge,hugest,merry,merriest,4
huge,hugest,mild,mildest,4
huge,hugest,nasty,nastiest,4
huge,hugest,neat,neatest,4
huge,hugest,nice,nicest,4
huge,hugest,noisy,noisiest,4
huge,hugest,proud,proudest,4
huge,hugest,pure,purest,4
huge,hugest,rare,rarest,4
huge,hugest,risky,riskiest,4
huge,hugest,rude,rudest,4
huge,hugest,sad,saddest,4
huge,hugest,scary,scariest,4
huge,hugest,sexy,sexiest,4
huge,hugest,shiny,shiniest,4
huge,hugest,strange,strangest,4
huge,hugest,strict,strictest,4
huge,hugest,strong,strongest,4
huge,hugest,subtle,subtlest,4
huge,hugest,sunny,sunniest,4
huge,hugest,tasty,tastiest,4
huge,hugest,tiny,tiniest,4
huge,hugest,tricky,trickiest,4
huge,hugest,ugly,ugliest,4
huge,hugest,vague,vaguest,4
huge,hugest,weak,weakest,4
huge,hugest,wealthy,wealthiest,4
huge,hugest,weird,weirdest,4
hungry,hungriest,lazy,laziest,4
hungry,hungriest,lengthy,lengthiest,4
hungry,hungriest,lucky,luckiest,4
hungry,hungriest,merry,merriest,4
hungry,hungriest,mild,mildest,4
hungry,hungriest,nasty,nastiest,4
hungry,hungriest,neat,neatest,4
hungry,hungriest,nice,nicest,4
hungry,hungriest,noisy,noisiest,4
hungry,hungriest,proud,proudest,4
hungry,hungriest,pure,purest,4
hungry,hungriest,rare,rarest,4
hungry,hungriest,risky,riskiest,4
hungry,hungriest,rude,rudest,4
hungry,hungriest,sad,saddest,4
hungry,hungriest,scary,scariest,4
hungry,hungriest,sexy,sexiest,4
hungry,hungriest,shiny,shiniest,4
hungry,hungriest,strange,strangest,4
hungry,hungriest,strict,strictest,4
hungry,hungriest,strong,strongest,4
hungry,hungriest,subtle,subtlest,4
hungry,hungriest,sunny,sunniest,4
hungry,hungriest,tasty,tastiest,4
hungry,hungriest,tiny,tiniest,4
hungry,hungriest,tricky,trickiest,4
hungry,hungriest,ugly,ugliest,4
hungry,hungriest,vague,vaguest,4
hungry,hungriest,weak,weakest,4
hungry,hungriest,wealthy,wealthiest,4
hungry,hungriest,weird,weirdest,4
lazy,laziest,lengthy,lengthiest,4
lazy,laziest,lucky,luckiest,4
lazy,laziest,merry,merriest,4
lazy,laziest,mild,mildest,4
lazy,laziest,nasty,nastiest,4
lazy,laziest,neat,neatest,4
lazy,laziest,nice,nicest,4
lazy,laziest,noisy,noisiest,4
lazy,laziest,proud,proudest,4
lazy,laziest,pure,purest,4
lazy,laziest,rare,rarest,4
lazy,laziest,risky,riskiest,4
lazy,laziest,rude,rudest,4
lazy,laziest,sad,saddest,4
lazy,laziest,scary,scariest,4
lazy,laziest,sexy,sexiest,4
lazy,laziest,shiny,shiniest,4
lazy,laziest,strange,strangest,4
lazy,laziest,strict,strictest,4
lazy,laziest,strong,strongest,4
lazy,laziest,subtle,subtlest,4
lazy,laziest,sunny,sunniest,4
lazy,laziest,tasty,tastiest,4
lazy,laziest,tiny,tiniest,4
lazy,laziest,tricky,trickiest,4
lazy,laziest,ugly,ugliest,4
lazy,laziest,vague,vaguest,4
lazy,laziest,weak,weakest,4
lazy,laziest,wealthy,wealthiest,4
lazy,laziest,weird,weirdest,4
lengthy,lengthiest,lucky,luckiest,4
lengthy,lengthiest,merry,merriest,4
lengthy,lengthiest,mild,mildest,4
lengthy,lengthiest,nasty,nastiest,4
lengthy,lengthiest,neat,neatest,4
lengthy,lengthiest,nice,nicest,4
lengthy,lengthiest,noisy,noisiest,4
lengthy,lengthiest,proud,proudest,4
lengthy,lengthiest,pure,purest,4
lengthy,lengthiest,rare,rarest,4
lengthy,lengthiest,risky,riskiest,4
lengthy,lengthiest,rude,rudest,4
lengthy,lengthiest,sad,saddest,4
lengthy,lengthiest,scary,scariest,4
lengthy,lengthiest,sexy,sexiest,4
lengthy,lengthiest,shiny,shiniest,4
lengthy,lengthiest,strange,strangest,4
lengthy,lengthiest,strict,strictest,4
lengthy,lengthiest,strong,strongest,4
lengthy,lengthiest,subtle,subtlest,4
lengthy,lengthiest,sunny,sunniest,4
lengthy,lengthiest,tasty,tastiest,4
lengthy,lengthiest,tiny,tiniest,4
lengthy,lengthiest,tricky,trickiest,4
lengthy,lengthiest,ugly,ugliest,4
lengthy,lengthiest,vague,vaguest,4
lengthy,lengthiest,weak,weakest,4
lengthy,lengthiest,wealthy,wealthiest,4
lengthy,lengthiest,weird,weirdest,4
lucky,luckiest,merry,merriest,4
lucky,luckiest,mild,mildest,4
lucky,luckiest,nasty,nastiest,4
lucky,luckiest,neat,neatest,4
lucky,luckiest,nice,nicest,4
lucky,luckiest,noisy,noisiest,4
lucky,luckiest,proud,proudest,4
lucky,luckiest,pure,purest,4
lucky,luckiest,rare,rarest,4
lucky,luckiest,risky,riskiest,4
lucky,luckiest,rude,rudest,4
lucky,luckiest,sad,saddest,4
lucky,luckiest,scary,scariest,4
lucky,luckiest,sexy,sexiest,4
lucky,luckiest,shiny,shiniest,4
lucky,luckiest,strange,strangest,4
lucky,luckiest,strict,strictest,4
lucky,luckiest,strong,strongest,4
lucky,luckiest,subtle,subtlest,4
lucky,luckiest,sunny,sunniest,4
lucky,luckiest,tasty,tastiest,4
lucky,luckiest,tiny,tiniest,4
lucky,luckiest,tricky,trickiest,4
lucky,luckiest,ugly,ugliest,4
lucky,luckiest,vague,vaguest,4
lucky,luckiest,weak,weakest,4
lucky,luckiest,wealthy,wealthiest,4
lucky,luckiest,weird,weirdest,4
merry,merriest,mild,mildest,4
merry,merriest,nasty,nastiest,4
merry,merriest,neat,neatest,4
merry,merriest,nice,nicest,4
merry,merriest,noisy,noisiest,4
merry,merriest,proud,proudest,4
merry,merriest,pure,purest,4
merry,merriest,rare,rarest,4
merry,merriest,risky,riskiest,4
merry,merriest,rude,rudest,4
merry,merriest,sad,saddest,4
merry,merriest,scary,scariest,4
merry,merriest,sexy,sexiest,4
merry,merriest,shiny,shiniest,4
merry,merriest,strange,strangest,4
merry,merriest,strict,strictest,4
merry,merriest,strong,strongest,4
merry,merriest,subtle,subtlest,4
merry,merriest,sunny,sunniest,4
merry,merriest,tasty,tastiest,4
merry,merriest,tiny,tiniest,4
merry,merriest,tricky,trickiest,4
merry,merriest,ugly,ugliest,4
merry,merriest,vague,vaguest,4
merry,merriest,weak,weakest,4
merry,merriest,wealthy,wealthiest,4
merry,merriest,weird,weirdest,4
mild,mildest,nasty,nastiest,4
mild,mildest,neat,neatest,4
mild,mildest,nice,nicest,4
mild,mildest,noisy,noisiest,4
mild,mildest,proud,proudest,4
mild,mildest,pure,purest,4
mild,mildest,rare,rarest,4
mild,mildest,risky,riskiest,4
mild,mildest,rude,rudest,4
mild,mildest,sad,saddest,4
mild,mildest,scary,scariest,4
mild,mildest,sexy,sexiest,4
mild,mildest,shiny,shiniest,4
mild,mildest,strange,strangest,4
mild,mildest,strict,strictest,4
mild,mildest,strong,strongest,4
mild,mildest,subtle,subtlest,4
mild,mildest,sunny,sunniest,4
mild,mildest,tasty,tastiest,4
mild,mildest,tiny,tiniest,4
mild,mildest,tricky,trickiest,4
mild,mildest,ugly,ugliest,4
mild,mildest,vague,vaguest,4
mild,mildest,weak,weakest,4
mild,mildest,wealthy,wealthiest,4
mild,mildest,weird,weirdest,4
nasty,nastiest,neat,neatest,4
nasty,nastiest,nice,nicest,4
nasty,nastiest,noisy,noisiest,4
nasty,nastiest,proud,proudest,4
nasty,nastiest,pure,purest,4
nasty,nastiest,rare,rarest,4
nasty,nastiest,risky,riskiest,4
nasty,nastiest,rude,rudest,4
nasty,nastiest,sad,saddest,4
nasty,nastiest,scary,scariest,4
nasty,nastiest,sexy,sexiest,4
nasty,nastiest,shiny,shiniest,4
nasty,nastiest,strange,strangest,4
nasty,nastiest,strict,strictest,4
nasty,nastiest,strong,strongest,4
nasty,nastiest,subtle,subtlest,4
nasty,nastiest,sunny,sunniest,4
nasty,nastiest,tasty,tastiest,4
nasty,nastiest,tiny,tiniest,4
nasty,nastiest,tricky,trickiest,4
nasty,nastiest,ugly,ugliest,4
nasty,nastiest,vague,vaguest,4
nasty,nastiest,weak,weakest,4
nasty,nastiest,wealthy,wealthiest,4
nasty,nastiest,weird,weirdest,4
neat,neatest,nice,nicest,4
neat,neatest,noisy,noisiest,4
neat,neatest,proud,proudest,4
neat,neatest,pure,purest,4
neat,neatest,rare,rarest,4
neat,neatest,risky,riskiest,4
neat,neatest,rude,rudest,4
neat,neatest,sad,saddest,4
neat,neatest,scary,scariest,4
neat,neatest,sexy,sexiest,4
neat,neatest,shiny,shiniest,4
neat,neatest,strange,strangest,4
neat,neatest,strict,strictest,4
neat,neatest,strong,strongest,4
neat,neatest,subtle,subtlest,4
neat,neatest,sunny,sunniest,4
neat,neatest,tasty,tastiest,4
neat,neatest,tiny,tiniest,4
neat,neatest,tricky,trickiest,4
neat,neatest,ugly,ugliest,4
neat,neatest,vague,vaguest,4
neat,neatest,weak,weakest,4
neat,neatest,wealthy,wealthiest,4
neat,neatest,weird,weirdest,4
nice,nicest,noisy,noisiest,4
nice,nicest,proud,proudest,4
nice,nicest,pure,purest,4
nice,nicest,rare,rarest,4
nice,nicest,risky,riskiest,4
nice,nicest,rude,rudest,4
nice,nicest,sad,saddest,4
nice,nicest,scary,scariest,4
nice,nicest,sexy,sexiest,4
nice,nicest,shiny,shiniest,4
nice,nicest,strange,strangest,4
nice,nicest,strict,strictest,4
nice,nicest,strong,strongest,4
nice,nicest,subtle,subtlest,4
nice,nicest,sunny,sunniest,4
nice,nicest,tasty,tastiest,4
nice,nicest,tiny,tiniest,4
nice,nicest,tricky,trickiest,4
nice,nicest,ugly,ugliest,4
nice,nicest,vague,vaguest,4
nice,nicest,weak,weakest,4
nice,nicest,wealthy,wealthiest,4
nice,nicest,weird,weirdest,4
noisy,noisiest,proud,proudest,4
noisy,noisiest,pure,purest,4
noisy,noisiest,rare,rarest,4
noisy,noisiest,risky,riskiest,4
noisy,noisiest,rude,rudest,4
noisy,noisiest,sad,saddest,4
noisy,noisiest,scary,scariest,4
noisy,noisiest,sexy,sexiest,4
noisy,noisiest,shiny,shiniest,4
noisy,noisiest,strange,strangest,4
noisy,noisiest,strict,strictest,4
noisy,noisiest,strong,strongest,4
noisy,noisiest,subtle,subtlest,4
noisy,noisiest,sunny,sunniest,4
noisy,noisiest,tasty,tastiest,4
noisy,noisiest,tiny,tiniest,4
noisy,noisiest,tricky,trickiest,4
noisy,noisiest,ugly,ugliest,4
noisy,noisiest,vague,vaguest,4
noisy,noisiest,weak,weakest,4
noisy,noisiest,wealthy,wealthiest,4
noisy,noisiest,weird,weirdest,4
proud,proudest,pure,purest,4
proud,proudest,rare,rarest,4
proud,proudest,risky,riskiest,4
proud,proudest,rude,rudest,4
proud,proudest,sad,saddest,4
proud,proudest,scary,scariest,4
proud,proudest,sexy,sexiest,4
proud,proudest,shiny,shiniest,4
proud,proudest,strange,strangest,4
proud,proudest,strict,strictest,4
proud,proudest,strong,strongest,4
proud,proudest,subtle,subtlest,4
proud,proudest,sunny,sunniest,4
proud,proudest,tasty,tastiest,4
proud,proudest,tiny,tiniest,4
proud,proudest,tricky,trickiest,4
proud,proudest,ugly,ugliest,4
proud,proudest,vague,vaguest,4
proud,proudest,weak,weakest,4
proud,proudest,wealthy,wealthiest,4
proud,proudest,weird,weirdest,4
pure,purest,rare,rarest,4
pure,purest,risky,riskiest,4
pure,purest,rude,rudest,4
pure,purest,sad,saddest,4
pure,purest,scary,scariest,4
pure,purest,sexy,sexiest,4
pure,purest,shiny,shiniest,4
pure,purest,strange,strangest,4
pure,purest,strict,strictest,4
pure,purest,strong,strongest,4
pure,purest,subtle,subtlest,4
pure,purest,sunny,sunniest,4
pure,purest,tasty,tastiest,4
pure,purest,tiny,tiniest,4
pure,purest,tricky,trickiest,4
pure,purest,ugly,ugliest,4
pure,purest,vague,vaguest,4
pure,purest,weak,weakest,4
pure,purest,wealthy,wealthiest,4
pure,purest,weird,weirdest,4
rare,rarest,risky,riskiest,4
rare,rarest,rude,rudest,4
rare,rarest,sad,saddest,4
rare,rarest,scary,scariest,4
rare,rarest,sexy,sexiest,4
rare,rarest,shiny,shiniest,4
rare,rarest,strange,strangest,4
rare,rarest,strict,strictest,4
rare,rarest,strong,strongest,4
rare,rarest,subtle,subtlest,4
rare,rarest,sunny,sunniest,4
rare,rarest,tasty,tastiest,4
rare,rarest,tiny,tiniest,4
rare,rarest,tricky,trickiest,4
rare,rarest,ugly,ugliest,4
rare,rarest,vague,vaguest,4
rare,rarest,weak,weakest,4
rare,rarest,wealthy,wealthiest,4
rare,rarest,weird,weirdest,4
risky,riskiest,rude,rudest,4
risky,riskiest,sad,saddest,4
risky,riskiest,scary,scariest,4
risky,riskiest,sexy,sexiest,4
risky,riskiest,shiny,shiniest,4
risky,riskiest,strange,strangest,4
risky,riskiest,strict,strictest,4
risky,riskiest,strong,strongest,4
risky,riskiest,subtle,subtlest,4
risky,riskiest,sunny,sunniest,4
risky,riskiest,tasty,tastiest,4
risky,riskiest,tiny,tiniest,4
risky,riskiest,tricky,trickiest,4
risky,riskiest,ugly,ugliest,4
risky,riskiest,vague,vaguest,4
risky,riskiest,weak,weakest,4
risky,riskiest,wealthy,wealthiest,4
risky,riskiest,weird,weirdest,4
rude,rudest,sad,saddest,4
rude,rudest,scary,scariest,4
rude,rudest,sexy,sexiest,4
rude,rudest,shiny,shiniest,4
rude,rudest,strange,strangest,4
rude,rudest,strict,strictest,4
rude,rudest,strong,strongest,4
rude,rudest,subtle,subtlest,4
rude,rudest,sunny,sunniest,4
rude,rudest,tasty,tastiest,4
rude,rudest,tiny,tiniest,4
rude,rudest,tricky,trickiest,4
rude,rudest,ugly,ugliest,4
rude,rudest,vague,vaguest,4
rude,rudest,weak,weakest,4
rude,rudest,wealthy,wealthiest,4
rude,rudest,weird,weirdest,4
sad,saddest,scary,scariest,4
sad,saddest,sexy,sexiest,4
sad,saddest,shiny,shiniest,4
sad,saddest,strange,strangest,4
sad,saddest,strict,strictest,4
sad,saddest,strong,strongest,4
sad,saddest,subtle,subtlest,4
sad,saddest,sunny,sunniest,4
sad,saddest,tasty,tastiest,4
sad,saddest,tiny,tiniest,4
sad,saddest,tricky,trickiest,4
sad,saddest,ugly,ugliest,4
sad,saddest,vague,vaguest,4
sad,saddest,weak,weakest,4
sad,saddest,wealthy,wealthiest,4
sad,saddest,weird,weirdest,4
scary,scariest,sexy,sexiest,4
scary,scariest,shiny,shiniest,4
scary,scariest,strange,strangest,4
scary,scariest,strict,strictest,4
scary,scariest,strong,strongest,4
scary,scariest,subtle,subtlest,4
scary,scariest,sunny,sunniest,4
scary,scariest,tasty,tastiest,4
scary,scariest,tiny,tiniest,4
scary,scariest,tricky,trickiest,4
scary,scariest,ugly,ugliest,4
scary,scariest,vague,vaguest,4
scary,scariest,weak,weakest,4
scary,scariest,wealthy,wealthiest,4
scary,scariest,weird,weirdest,4
sexy,sexiest,shiny,shiniest,4
sexy,sexiest,strange,strangest,4
sexy,sexiest,strict,strictest,4
sexy,sexiest,strong,strongest,4
sexy,sexiest,subtle,subtlest,4
sexy,sexiest,sunny,sunniest,4
sexy,sexiest,tasty,tastiest,4
sexy,sexiest,tiny,tiniest,4
sexy,sexiest,tricky,trickiest,4
sexy,sexiest,ugly,ugliest,4
sexy,sexiest,vague,vaguest,4
sexy,sexiest,weak,weakest,4
sexy,sexiest,wealthy,wealthiest,4
sexy,sexiest,weird,weirdest,4
shiny,shiniest,strange,strangest,4
shiny,shiniest,strict,strictest,4
shiny,shiniest,strong,strongest,4
shiny,shiniest,subtle,subtlest,4
shiny,shiniest,sunny,sunniest,4
shiny,shiniest,tasty,tastiest,4
shiny,shiniest,tiny,tiniest,4
shiny,shiniest,tricky,trickiest,4
shiny,shiniest,ugly,ugliest,4
shiny,shiniest,vague,vaguest,4
shiny,shiniest,weak,weakest,4
shiny,shiniest,wealthy,wealthiest,4
shiny,shiniest,weird,weirdest,4
strange,strangest,strict,strictest,4
strange,strangest,strong,strongest,4
strange,strangest,subtle,subtlest,4
strange,strangest,sunny,sunniest,4
strange,strangest,tasty,tastiest,4
strange,strangest,tiny,tiniest,4
strange,strangest,tricky,trickiest,4
strange,strangest,ugly,ugliest,4
strange,strangest,vague,vaguest,4
strange,strangest,weak,weakest,4
strange,strangest,wealthy,wealthiest,4
strange,strangest,weird,weirdest,4
strict,strictest,strong,strongest,4
strict,strictest,subtle,subtlest,4
strict,strictest,sunny,sunniest,4
strict,strictest,tasty,tastiest,4
strict,strictest,tiny,tiniest,4
strict,strictest,tricky,trickiest,4
strict,strictest,ugly,ugliest,4
strict,strictest,vague,vaguest,4
strict,strictest,weak,weakest,4
strict,strictest,wealthy,wealthiest,4
strict,strictest,weird,weirdest,4
strong,strongest,subtle,subtlest,4
strong,strongest,sunny,sunniest,4
strong,strongest,tasty,tastiest,4
strong,strongest,tiny,tiniest,4
strong,strongest,tricky,trickiest,4
strong,strongest,ugly,ugliest,4
strong,strongest,vague,vaguest,4
strong,strongest,weak,weakest,4
strong,strongest,wealthy,wealthiest,4
strong,strongest,weird,weirdest,4
subtle,subtlest,sunny,sunniest,4
subtle,subtlest,tasty,tastiest,4
subtle,subtlest,tiny,tiniest,4
subtle,subtlest,tricky,trickiest,4
subtle,subtlest,ugly,ugliest,4
subtle,subtlest,vague,vaguest,4
subtle,subtlest,weak,weakest,4
subtle,subtlest,wealthy,wealthiest,4
subtle,subtlest,weird,weirdest,4
sunny,sunniest,tasty,tastiest,4
sunny,sunniest,tiny,tiniest,4
sunny,sunniest,tricky,trickiest,4
sunny,sunniest,ugly,ugliest,4
sunny,sunniest,vague,vaguest,4
sunny,sunniest,weak,weakest,4
sunny,sunniest,wealthy,wealthiest,4
sunny,sunniest,weird,weirdest,4
tasty,tastiest,tiny,tiniest,4
tasty,tastiest,tricky,trickiest,4
tasty,tastiest,ugly,ugliest,4
tasty,tastiest,vague,vaguest,4
tasty,tastiest,weak,weakest,4
tasty,tastiest,wealthy,wealthiest,4
tasty,tastiest,weird,weirdest,4
tiny,tiniest,tricky,trickiest,4
tiny,tiniest,ugly,ugliest,4
tiny,tiniest,vague,vaguest,4
tiny,tiniest,weak,weakest,4
tiny,tiniest,wealthy,wealthiest,4
tiny,tiniest,weird,weirdest,4
tricky,trickiest,ugly,ugliest,4
tricky,trickiest,vague,vaguest,4
tricky,trickiest,weak,weakest,4
tricky,trickiest,wealthy,wealthiest,4
tricky,trickiest,weird,weirdest,4
ugly,ugliest,vague,vaguest,4
ugly,ugliest,weak,weakest,4
ugly,ugliest,wealthy,wealthiest,4
ugly,ugliest,weird,weirdest,4
vague,vaguest,weak,weakest,4
vague,vaguest,wealthy,wealthiest,4
vague,vaguest,weird,weirdest,4
weak,weakest,wealthy,wealthiest,4
weak,weakest,weird,weirdest,4
wealthy,wealthiest,weird,weirdest,4
